schid,grades2015,percmin2015,enroll2015,enrolldist2015,lowinc2015,act2015school,actscore2015district,actscore2015state
050160590041012,6 7 8,64.9,533,"7,010",61.4,,,20.5
050160590041016,6 7 8,61.3,744,"7,010",59.5,,,20.5
050160590042001,K 1 2 3 4 5,56.2,450,"7,010",53.6,,,20.5
050160590042002,K 1 2 3 4 5,72.4,381,"7,010",70.1,,,20.5
050160590042003,K 1 2 3 4 5,31.1,421,"7,010",49.9,,,20.5
050160590042006,K 1 2 3 4 5,52.0,448,"7,010",57.6,,,20.5
050160590042008,PK K 1 2 3 4 5,53.7,488,"7,010",43.4,,,20.5
050160590042009,K 1 2 3 4 5,61.6,461,"7,010",71.8,,,20.5
050160590042014,PK K 1 2 3 4 5,88.6,431,"7,010",87.9,,,20.5
050160590042016,PK K 1 2 3 4 5,66.7,492,"7,010",66.5,,,20.5
050160590042018,K 1 2 3 4 5,76.9,451,"7,010",79.2,,,20.5
050160590042019,K 1 2 3 4 5,65.6,454,"7,010",62.6,,,20.5
050160590042020,PK K 1 2 3 4 5,41.1,336,"7,010",45.5,,,20.5
050160620041001,6 7 8,63.2,657,"4,793",64.1,,,20.5
050160620041003,6 7 8,51.9,671,"4,793",55.1,,,20.5
050160620042001,K 1 2 3 4 5 6 7 8,43.7,480,"4,793",31.3,,,20.5
050160620042002,K 1 2 3 4 5,33.8,317,"4,793",46.7,,,20.5
050160620042004,K 1 2 3 4 5,47.8,289,"4,793",47.8,,,20.5
050160620042005,PK K 1 2 3 4 5,49.9,605,"4,793",56.2,,,20.5
050160620042008,K 1 2 3 4 5,64.5,595,"4,793",76.3,,,20.5
050160620042009,K 1 2 3 4 5,85.7,314,"4,793",83.1,,,20.5
050160620042010,K 1 2 3 4 5,82.4,352,"4,793",82.7,,,20.5
050160620042011,K 1 2 3 4 5,65.5,261,"4,793",72.4,,,20.5
050160620042012,K 1 2 3 4 5,45.2,252,"4,793",40.9,,,20.5
050160630021003,7 8,65.4,775,"3,588",60.4,,,20.5
050160630022006,K 1 2 3 4 5 6,51.8,639,"3,588",60.1,,,20.5
050160630022008,K 1 2 3 4 5 6,68.6,491,"3,588",68.6,,,20.5
050160630022009,K 1 2 3 4 5 6,68.1,408,"3,588",65.0,,,20.5
050160630022010,K 1 2 3 4 5 6,44.5,310,"3,588",49.0,,,20.5
050160630022011,PK K 1 2 3 4 5 6,46.8,378,"3,588",44.7,,,20.5
050160630022012,PK K 1 2 3 4 5 6,73.1,587,"3,588",66.1,,,20.5
050160640041006,6 7 8,15.0,841,"4,555",12.4,,,20.5
050160640041007,6 7 8,11.6,727,"4,555",8.7,,,20.5
050160640042001,K 1 2 3 4 5,15.5,446,"4,555",7.8,,,20.5
050160640042004,K 1 2 3 4 5,17.0,657,"4,555",12.9,,,20.5
050160640042005,K 1 2 3 4 5,19.9,462,"4,555",12.6,,,20.5
050160640042011,K 1 2 3 4 5,11.4,665,"4,555",3.9,,,20.5
050160640042012,K 1 2 3 4 5,12.6,619,"4,555",8.9,,,20.5
050160640042013,PK K,8.7,138,"4,555",0.0,,,20.5
050160650041002,6 7 8,73.6,568,"7,655",63.2,,,20.5
050160650041007,6 7 8,41.1,799,"7,655",29.4,,,20.5
050160650041012,6 7 8,50.8,614,"7,655",37.0,,,20.5
050160650042004,K 1 2 3 4 5,71.6,356,"7,655",58.7,,,20.5
050160650042005,K 1 2 3 4 5,46.1,464,"7,655",30.2,,,20.5
050160650042009,K 1 2 3 4 5,47.7,560,"7,655",34.1,,,20.5
050160650042010,K 1 2 3 4 5,47.7,398,"7,655",30.9,,,20.5
050160650042014,K 1 2 3 4 5,73.8,450,"7,655",70.7,,,20.5
050160650042015,K 1 2 3 4 5,36.6,377,"7,655",25.2,,,20.5
050160650042019,K 1 2 3 4 5,70.8,346,"7,655",49.1,,,20.5
050160650042020,K 1 2 3 4 5,59.6,532,"7,655",47.9,,,20.5
050160650042021,K 1 2 3 4 5,40.3,521,"7,655",25.7,,,20.5
050160650042022,K 1 2 3 4 5 6 7 8,63.1,550,"7,655",48.4,,,20.5
050160650042023,K 1 2 3 4 5,52.1,390,"7,655",37.2,,,20.5
050160650042024,K 1 2 3 4 5 6 7 8,63.1,371,"7,655",39.6,,,20.5
050160670021002,5 6 7 8,51.3,263,609,37.3,,,20.5
050160670022003,PK K 1 2 3 4,49.4,346,609,28.9,,,20.5
050160680021002,PK 6 7 8,64.8,653,"1,834",52.8,,,20.5
050160680022001,K 1 2 3 4 5,57.9,380,"1,834",51.1,,,20.5
050160680022004,K 1 2 3 4 5,65.7,414,"1,834",54.1,,,20.5
050160680022005,K 1 2 3 4 5,65.1,387,"1,834",48.8,,,20.5
050160690021003,6 7 8,63.5,576,"1,780",61.8,,,20.5
050160690022001,3 4 5,63.2,589,"1,780",67.2,,,20.5
050160690022004,PK K 1 2,62.9,615,"1,780",60.2,,,20.5
050160700022003,PK K 1 2 3 4 5 6 7 8,49.0,889,889,28.1,,,20.5
050160710022001,PK K 1 2 3 4 5 6 7 8,42.2,531,531,44.8,,,20.5
050160720022002,PK K 1 2 3 4 5 6 7 8,50.6,678,678,32.2,,,20.5
050160730022001,PK K 1 2 3 4 5 6 7 8,61.7,540,540,33.0,,,20.5
050160735021003,6 7 8,60.1,333,"1,025",40.5,,,20.5
050160735022002,1 2 3 4 5,58.3,515,"1,025",42.3,,,20.5
050160735022003,PK K,59.3,177,"1,025",25.4,,,20.5
050160740021001,6 7 8,44.7,421,"1,240",11.6,,,20.5
050160740022003,3 4 5,43.8,379,"1,240",11.3,,,20.5
050160740022004,PK K 1 2,52.5,440,"1,240",8.6,,,20.5
050162020170001,9 10 11 12,56.3,"3,230","3,230",42.6,23.9,23.9,20.5
050162030170001,10 11 12,16.5,"3,121","4,099",3.9,27.5,27.5,20.5
050162030170002,9,8.9,978,"4,099",3.6,,27.5,20.5
050162070170001,9 10 11 12,59.5,"1,859","6,307",45.6,21.0,22.0,20.5
050162070170003,9 10 11 12,15.8,"2,370","6,307",7.4,24.0,22.0,20.5
050162070170004,9 10 11 12,51.8,"2,078","6,307",39.2,20.4,22.0,20.5
050162110170001,9 10 11 12,45.1,"2,409","12,183",26.6,23.0,22.6,20.5
050162110170002,9 10 11 12,36.7,"2,750","12,183",15.6,25.4,22.6,20.5
050162110170003,9 10 11 12,54.6,"2,710","12,183",50.3,21.3,22.6,20.5
050162110170004,9 10 11 12,46.5,"2,395","12,183",35.4,22.3,22.6,20.5
050162110170006,9 10 11 12,63.8,"1,919","12,183",50.6,20.6,22.6,20.5
050162140170002,9 10 11 12,53.2,"1,993","11,974",42.2,22.3,23.1,20.5
050162140170004,9 10 11 12,26.7,"1,949","11,974",16.7,24.7,23.1,20.5
050162140170005,9 10 11 12,23.4,"2,214","11,974",13.3,24.4,23.1,20.5
050162140170006,9 10 11 12,64.3,"1,822","11,974",48.3,20.5,23.1,20.5
050162140170007,9 10 11 12,46.7,"2,011","11,974",32.8,22.6,23.1,20.5
050162140170008,9 10 11 12,37.9,"1,985","11,974",22.8,23.3,23.1,20.5
050162190170002,9 10 11 12,59.5,"2,159","4,752",32.6,21.8,22.0,20.5
050162190170003,9 10 11 12,50.8,"2,593","4,752",32.2,22.1,22.0,20.5
050162250170001,9 10 11 12,21.8,"2,051","4,965",8.1,26.1,25.4,20.5
050162250170002,9 10 11 12,35.0,"2,914","4,965",21.6,24.9,25.4,20.5
060160780022001,PK K 1 2 3 4 5 6 7 8,43.5,262,262,37.0,,,20.5
060160790022001,PK K 1 2 3 4 5 6 7 8,25.9,432,432,28.0,,,20.5
060160800022001,PK K 1 2 3 4 5 6 7 8,28.5,607,"1,096",42.0,,,20.5
060160800022002,PK K 1 2 3 4 5 6 7 8,16.8,489,"1,096",38.0,,,20.5
060160810021001,6 7 8,59.9,414,"1,436",69.6,,,20.5
060160810022001,PK K 1 2 3,48.3,756,"1,436",71.4,,,20.5
060160810022003,4 5,46.6,266,"1,436",75.9,,,20.5
060160830021003,6 7 8,84.1,908,"2,778",83.8,,,20.5
060160830022002,K 1 2 3 4 5,84.9,470,"2,778",85.3,,,20.5
060160830022004,K 1 2 3 4 5,80.8,655,"2,778",79.2,,,20.5
060160830022005,K 1 2 3 4 5,90.0,562,"2,778",87.7,,,20.5
060160840021002,6 7 8,68.6,427,"1,306",67.0,,,20.5
060160840022003,PK K 1 2 3 4 5,56.3,231,"1,306",45.5,,,20.5
060160840022004,PK K 1 2 3 4 5,81.0,231,"1,306",63.6,,,20.5
060160840022005,K 1 2 3 4 5,67.6,417,"1,306",57.8,,,20.5
060160845022001,PK K 1 2 3 4 5 6 7 8,82.9,727,727,83.4,,,20.5
060160855022001,K 1 2 3 4 5 6 7 8,49.4,678,678,68.6,,,20.5
060160860022001,PK K 1 2 3 4 5 6 7 8,33.3,646,646,47.5,,,20.5
060160870021005,6 7 8,96.5,459,"2,811",81.3,,,20.5
060160870021006,6 7 8,93.0,416,"2,811",86.5,,,20.5
060160870022003,PK K 1 2 3 4 5,99.8,411,"2,811",83.7,,,20.5
060160870022007,K 1 2 3 4 5,97.9,432,"2,811",94.2,,,20.5
060160870022008,K 1 2 3 4 5,94.3,492,"2,811",78.7,,,20.5
060160870022010,PK K 1 2 3 4 5,89.5,601,"2,811",84.4,,,20.5
060160880021007,7 8,100.0,510,"2,675",64.5,,,20.5
060160880022001,K 1 2 3 4,99.4,498,"2,675",97.0,,,20.5
060160880022003,K 1 2 3 4 5 6,99.8,459,"2,675",35.7,,,20.5
060160880022005,K 1 2 3 4 5 6,100.0,482,"2,675",97.1,,,20.5
060160880022006,K 1 2 3 4 5 6,99.6,502,"2,675",94.6,,,20.5
060160890022001,PK K 1 2 3 4 5,94.3,529,"5,355",78.3,,,20.5
060160890022002,PK K 1 2 3 4 5,100.0,502,"5,355",89.8,,,20.5
060160890022003,K 1 2 3 4 5,100.0,460,"5,355",82.4,,,20.5
060160890022004,6 7 8,99.4,715,"5,355",84.8,,,20.5
060160890022006,PK K 1 2 3 4 5,99.0,689,"5,355",87.4,,,20.5
060160890022007,K 1 2 3 4 5,98.4,954,"5,355",86.0,,,20.5
060160890022008,K 1 2 3 4 5,98.2,384,"5,355",80.2,,,20.5
060160890022010,6 7 8,98.3,"1,043","5,355",89.0,,,20.5
060160890022012,PK K 1,100.0,79,"5,355",79.7,,,20.5
060160900021002,5 6 7 8,27.0,659,"1,355",8.3,,,20.5
060160900022001,K 1 2 3 4,25.5,384,"1,355",3.6,,,20.5
060160900022005,PK K 1 2 3 4,30.8,312,"1,355",8.0,,,20.5
060160910021001,6 7 8,79.5,263,780,31.9,,,20.5
060160910022001,K 1 2,77.3,154,780,36.4,,,20.5
060160910022003,3 4 5,76.9,147,780,34.7,,,20.5
060160910022004,K 1 2,66.9,136,780,46.3,,,20.5
060160910022005,3 4 5,81.2,80,780,56.3,,,20.5
060160920022001,PK K 1 2 3 4 5 6 7 8,99.3,452,452,75.9,,,20.5
060160925021001,6 7 8,63.6,398,"1,217",35.9,,,20.5
060160925022002,3 4 5,63.6,374,"1,217",34.8,,,20.5
060160925022003,PK K 1 2,59.8,445,"1,217",36.9,,,20.5
060160930022001,K 1 2 3 4 5 6 7 8,96.0,545,545,75.2,,,20.5
060160940022001,PK K 1 2 3 4 5 6 7 8,55.4,523,523,41.5,,,20.5
060160950021001,PK 6 7 8,37.2,411,"1,140",24.1,,,20.5
060160950022002,K 1 2 3 4 5,34.7,729,"1,140",25.7,,,20.5
060160960021004,6 7 8,35.4,593,"1,687",17.9,,,20.5
060160960022001,K 1 2 3 4 5,46.5,368,"1,687",14.7,,,20.5
060160960022002,K 1 2 3 4 5,36.2,152,"1,687",11.8,,,20.5
060160960022003,K 1 2 3 4 5,32.5,403,"1,687",16.9,,,20.5
060160960022005,PK K 1 2 3 4 5,24.0,171,"1,687",9.9,,,20.5
060160970021003,6 7 8,48.0,954,"5,950",26.6,,,20.5
060160970021004,6 7 8,43.3,966,"5,950",25.4,,,20.5
060160970022001,K 1 2 3 4 5,46.7,407,"5,950",27.0,,,20.5
060160970022003,PK K 1 2 3 4 5,44.6,341,"5,950",22.6,,,20.5
060160970022005,K 1 2 3 4 5,48.2,535,"5,950",21.7,,,20.5
060160970022006,K 1 2 3 4 5,48.4,514,"5,950",27.2,,,20.5
060160970022007,K 1 2 3 4 5,39.9,666,"5,950",17.4,,,20.5
060160970022008,PK K 1 2 3 4 5,42.1,689,"5,950",20.0,,,20.5
060160970022009,K 1 2 3 4 5,25.7,490,"5,950",6.7,,,20.5
060160970022010,PK K 1 2 3 4 5,44.1,388,"5,950",23.5,,,20.5
060160980021004,6 7 8,95.5,"1,099","3,372",89.1,,,20.5
060160980022001,PK K 1 2 3 4 5,94.1,987,"3,372",91.6,,,20.5
060160980022002,PK K 1 2 3 4 5,95.3,633,"3,372",91.3,,,20.5
060160980022003,PK K 1 2 3 4 5,93.3,653,"3,372",86.5,,,20.5
060160990021002,7 8,97.9,"2,761","12,857",94.2,,,20.5
060160990022001,K 1 2 3 4 5 6,95.2,"1,193","12,857",94.0,,,20.5
060160990022002,4 5 6,95.9,847,"12,857",97.5,,,20.5
060160990022003,4 5 6,98.3,542,"12,857",95.4,,,20.5
060160990022004,PK K 1 2 3 4 5 6,96.4,548,"12,857",94.7,,,20.5
060160990022005,PK K 1 2 3 4 5 6,94.0,773,"12,857",92.5,,,20.5
060160990022006,PK K 1 2 3 4 5 6,94.5,910,"12,857",89.7,,,20.5
060160990022007,PK K 1 2,92.5,318,"12,857",88.1,,,20.5
060160990022008,3 4 5 6,98.8,643,"12,857",99.4,,,20.5
060160990022009,PK K 1 2,94.0,315,"12,857",89.5,,,20.5
060160990022010,PK K 1 2 3 4 5 6,97.1,862,"12,857",94.4,,,20.5
060160990022011,PK K 1 2 3,96.6,526,"12,857",89.0,,,20.5
060160990022013,PK K 1 2 3,98.5,729,"12,857",96.4,,,20.5
060160990022014,PK K 1 2 3,91.6,979,"12,857",95.1,,,20.5
060160990022015,PK K 1 2 3 4 5 6,98.8,911,"12,857",95.8,,,20.5
060161000021002,6 7 8,84.4,583,"3,917",74.1,,,20.5
060161000021003,6 7 8,92.5,709,"3,917",80.0,,,20.5
060161000022001,PK K 1 2 3 4 5,82.3,373,"3,917",61.7,,,20.5
060161000022003,PK K 1 2 3 4 5,83.5,540,"3,917",72.0,,,20.5
060161000022004,PK K 1 2 3 4 5,95.3,447,"3,917",83.7,,,20.5
060161000022006,K 1 2 3 4 5,90.0,460,"3,917",80.7,,,20.5
060161000022007,K 1 2 3 4 5,88.7,335,"3,917",82.4,,,20.5
060161000022008,K 1 2 3 4 5,93.0,469,"3,917",85.1,,,20.5
060161010021006,6 7 8,4.8,504,"1,441",0.4,,,20.5
060161010022001,PK K 1 2 3 4 5,9.0,300,"1,441",0.0,,,20.5
060161010022002,K 1 2 3 4 5,5.7,246,"1,441",0.0,,,20.5
060161010022005,PK K 1 2 3 4 5,4.3,391,"1,441",0.3,,,20.5
060161020021004,7 8,24.4,696,"3,154",12.6,,,20.5
060161020022001,K 1 2 3 4 5 6,53.1,431,"3,154",41.8,,,20.5
060161020022002,K 1 2 3 4 5 6,16.9,599,"3,154",3.7,,,20.5
060161020022003,1 2 3 4 5 6,31.3,533,"3,154",8.6,,,20.5
060161020022007,K 1 2 3 4 5 6,9.5,610,"3,154",2.5,,,20.5
060161020022008,PK K,23.9,285,"3,154",6.0,,,20.5
060161030022002,PK K 1 2 3 4 5,86.0,344,"2,543",79.9,,,20.5
060161030022004,PK K 1 2 3 4 5,74.1,278,"2,543",79.5,,,20.5
060161030022005,PK K 1 2 3 4 5,59.1,538,"2,543",72.9,,,20.5
060161030022006,K 1 2 3 4 5,61.9,294,"2,543",82.7,,,20.5
060161030022007,6 7 8,71.9,787,"2,543",82.0,,,20.5
060161030022008,PK K 1 2 3 4 5,73.5,302,"2,543",81.1,,,20.5
060161050021001,7 8,46.0,324,"1,459",44.8,,,20.5
060161050022002,K 1 2 3 4 5 6,84.0,206,"1,459",91.3,,,20.5
060161050022003,PK K 1 2 3 4 5 6,67.5,369,"1,459",75.1,,,20.5
060161050022004,K 1 2 3 4 5 6,30.0,213,"1,459",32.4,,,20.5
060161050022005,PK K 1 2 3 4 5 6,21.3,347,"1,459",8.4,,,20.5
060161060021003,6 7 8,16.1,317,844,7.6,,,20.5
060161060022001,PK K 1 2 3 4 5,18.0,527,844,5.5,,,20.5
060161070021001,5 6 7 8,25.1,366,833,13.7,,,20.5
060161070022002,PK K 1 2 3 4,25.1,467,833,12.6,,,20.5
060162000130001,9 10 11 12,46.1,"3,294","3,294",22.4,23.8,23.8,20.5
060162010170001,10 11 12,97.9,"3,438","8,266",93.8,16.4,16.9,20.5
060162010170002,9 10 11 12,87.5,"3,595","8,266",81.3,17.6,16.9,20.5
060162010170003,9,98.7,"1,233","8,266",95.1,,16.9,20.5
060162040170001,9 10 11 12,26.1,"4,032","4,032",15.8,24.3,24.3,20.5
060162080170001,9 10 11 12,41.0,"1,584","1,584",17.9,23.3,23.3,20.5
060162090170001,9 10 11 12,98.5,"1,753","4,605",83.2,16.0,17.7,20.5
060162090170002,9 10 11 12,97.4,"2,101","4,605",52.4,17.0,17.7,20.5
060162090170003,9 10 11 12,92.8,751,"4,605",58.2,22.6,17.7,20.5
060162120160001,9 10 11 12,56.7,"1,754","3,423",49.8,19.9,19.3,20.5
060162120160002,9 10 11 12,84.4,"1,669","3,423",62.6,18.6,19.3,20.5
060162340160001,9 10 11 12,25.7,828,828,31.8,20.5,20.5,20.5
060164010260001,9 10 11 12,46.9,"1,006","2,929",38.3,20.0,20.0,20.5
060164010261001,7 8,51.3,413,"2,929",48.2,,20.0,20.5
060164010262003,1 2 3 4 5 6,54.9,612,"2,929",26.6,,20.0,20.5
060164010262004,1 2 3 4 5 6,50.1,663,"2,929",26.7,,20.0,20.5
060164010262005,PK K,52.3,235,"2,929",0.0,,20.0,20.5
070161040021001,6 7 8,90.0,571,"1,887",74.6,,,20.5
070161040022001,5,89.8,196,"1,887",82.7,,,20.5
070161040022003,PK K 1 2 3 4,97.6,531,"1,887",68.7,,,20.5
070161040022004,K 1 2 3 4,76.3,215,"1,887",52.6,,,20.5
070161040022005,K 1 2 3 4,89.0,374,"1,887",57.2,,,20.5
070161080022001,K 1 2 3 4 5 6 7 8,42.7,417,417,72.4,,,20.5
070161090021006,7 8,44.3,598,"2,991",61.5,,,20.5
070161090022001,K 1 2 3 4 5 6,35.7,465,"2,991",56.8,,,20.5
070161090022002,K 1 2 3 4 5 6,38.7,711,"2,991",46.4,,,20.5
070161090022004,K 1 2 3 4 5 6,37.9,451,"2,991",48.3,,,20.5
070161090022006,K 1 2 3 4 5 6,38.6,580,"2,991",50.5,,,20.5
070161100022002,PK K 1 2 3 4 5 6 7 8,80.0,430,430,79.3,,,20.5
070161110021001,7 8,49.2,764,"3,532",49.7,,,20.5
070161110022001,PK K 1 2 3 4 5 6,49.8,617,"3,532",28.4,,,20.5
070161110022002,K 1 2 3 4 5 6,64.5,332,"3,532",57.2,,,20.5
070161110022005,K 1 2 3 4 5 6,66.9,356,"3,532",41.0,,,20.5
070161110022006,PK K 1 2 3 4 5 6,33.7,371,"3,532",38.0,,,20.5
070161110022007,PK K 1 2 3 4 5 6,37.6,274,"3,532",67.9,,,20.5
070161110022010,K 1 2 3 4 5 6,34.8,305,"3,532",24.9,,,20.5
070161110022011,K 1 2 3 4 5 6,48.0,513,"3,532",76.6,,,20.5
07016113A021002,6 7 8,17.4,820,"2,191",19.1,,,20.5
07016113A022002,PK K 1 2,15.6,621,"2,191",19.2,,,20.5
07016113A022004,3 4 5,17.2,750,"2,191",18.7,,,20.5
070161170021001,6 7 8,30.0,956,"3,259",60.5,,,20.5
070161170022002,PK K 1,20.0,484,"3,259",64.7,,,20.5
070161170022003,2 3 4 5,24.6,680,"3,259",68.4,,,20.5
070161170022004,2 3 4 5,29.4,690,"3,259",62.0,,,20.5
070161170022005,PK K 1,21.4,449,"3,259",56.8,,,20.5
070161180041004,6 7 8,15.0,642,"1,914",27.9,,,20.5
070161180042002,K 1 2 3 4 5,19.1,820,"1,914",32.4,,,20.5
070161180042003,PK K 1 2 3 4 5,25.4,452,"1,914",27.2,,,20.5
070161220021005,6 7 8,33.5,759,"2,424",69.7,,,20.5
070161220022001,PK K 1 2 3 4 5,33.8,325,"2,424",67.7,,,20.5
070161220022002,K 1 2 3 4 5,29.6,432,"2,424",82.4,,,20.5
070161220022003,PK K 1 2 3 4 5,30.3,491,"2,424",68.6,,,20.5
070161220022004,K 1 2 3 4 5,31.9,417,"2,424",73.6,,,20.5
070161230021001,6 7 8,41.4,"1,037","3,182",50.9,,,20.5
070161230022003,K 1 2 3 4 5,43.9,472,"3,182",57.0,,,20.5
070161230022006,K 1 2 3 4 5,50.8,463,"3,182",55.3,,,20.5
070161230022007,PK K 1 2 3 4 5,44.5,382,"3,182",69.9,,,20.5
070161230022008,PK K 1 2 3 4 5,33.6,342,"3,182",39.8,,,20.5
070161230022010,K 1 2 3 4 5,31.3,486,"3,182",41.2,,,20.5
070161240021001,7 8,55.2,391,"1,758",48.8,,,20.5
070161240022002,PK K 1 2 3 4 5 6,86.1,330,"1,758",69.4,,,20.5
070161240022003,PK K 1 2 3 4 5 6,47.5,299,"1,758",44.1,,,20.5
070161240022004,K 1 2 3 4 5 6,57.7,376,"1,758",50.3,,,20.5
070161240022005,K 1 2 3 4 5 6,20.7,362,"1,758",24.9,,,20.5
070161250021001,6 7 8,63.6,225,716,56.4,,,20.5
070161250022003,PK K 1 2,56.9,262,716,53.8,,,20.5
070161250022004,3 4 5,59.4,229,716,51.5,,,20.5
070161260021005,7 8,49.9,347,"1,595",60.5,,,20.5
070161260022001,PK K 1 2 3 4 5 6,34.0,318,"1,595",63.5,,,20.5
070161260022002,PK K 1 2 3 4 5 6,69.8,268,"1,595",64.2,,,20.5
070161260022004,PK K 1 2 3 4 5 6,51.5,662,"1,595",63.6,,,20.5
070161270021005,6 7 8,30.6,340,"1,139",56.8,,,20.5
070161270022001,PK K 1 2 3 4 5,28.2,432,"1,139",54.2,,,20.5
070161270022004,K 1 2 3 4 5,26.1,318,"1,139",64.8,,,20.5
070161275021001,6 7 8,31.7,394,"1,470",71.6,,,20.5
070161275022003,PK K 1 2 3 4 5,35.1,484,"1,470",69.2,,,20.5
070161275022004,PK K 1 2 3 4 5,26.5,592,"1,470",85.3,,,20.5
070161280021003,6 7 8,10.2,255,746,13.7,,,20.5
070161280022002,1 2 3,13.5,207,746,11.6,,,20.5
070161280022005,4 5,13.3,158,746,8.2,,,20.5
070161280022006,PK K,11.9,126,746,4.0,,,20.5
070161300021001,6 7 8,93.7,399,"3,861",95.5,,,20.5
070161300021002,6 7 8,71.9,385,"3,861",74.8,,,20.5
070161300021003,6 7 8,93.3,415,"3,861",89.4,,,20.5
070161300022004,4 5,64.0,200,"3,861",67.5,,,20.5
070161300022008,4 5,97.0,235,"3,861",92.8,,,20.5
070161300022010,4 5,93.8,194,"3,861",92.8,,,20.5
070161300022011,K 1 2 3,93.0,429,"3,861",90.9,,,20.5
070161300022012,PK K 1 2 3,65.8,571,"3,861",60.8,,,20.5
070161300022018,K 1 2 3,95.5,440,"3,861",88.6,,,20.5
070161300022019,K 1 2 3 4 5,84.1,333,"3,861",85.9,,,20.5
070161320022001,3 4 5,97.7,383,"1,193",92.7,,,20.5
070161320022002,6 7 8,98.4,380,"1,193",93.2,,,20.5
070161320022003,PK K 1 2,98.6,430,"1,193",89.5,,,20.5
070161330022001,K 1 2 3 4 5 6 7 8,100.0,278,317,97.5,,,20.5
070161350021004,6 7 8,20.2,525,"4,997",12.6,,,20.5
070161350021005,6 7 8,22.9,593,"4,997",15.3,,,20.5
070161350021006,6 7 8,26.8,710,"4,997",10.8,,,20.5
070161350022001,3 4 5,24.1,452,"4,997",15.5,,,20.5
070161350022002,PK K 1 2,29.5,403,"4,997",18.4,,,20.5
070161350022007,K 1 2 3,24.5,473,"4,997",17.3,,,20.5
070161350022008,3 4 5,29.4,494,"4,997",20.4,,,20.5
070161350022010,K 1 2,33.1,296,"4,997",14.9,,,20.5
070161350022012,PK K 1 2 3,21.4,458,"4,997",8.1,,,20.5
070161350022013,3 4 5,28.5,593,"4,997",12.3,,,20.5
070161400021003,6 7 8,17.1,604,"3,623",16.4,,,20.5
070161400021004,6 7 8,18.9,656,"3,623",16.0,,,20.5
070161400022001,PK K 1 2 3 4 5,19.2,463,"3,623",20.7,,,20.5
070161400022004,PK K 1 2 3 4 5,21.4,365,"3,623",19.2,,,20.5
070161400022005,PK K 1 2 3 4 5,16.1,434,"3,623",13.1,,,20.5
070161400022006,PK K 1 2 3 4 5,16.6,523,"3,623",14.7,,,20.5
070161400022007,PK K 1 2 3 4 5,24.0,578,"3,623",8.3,,,20.5
070161420021001,6 7 8,29.8,517,"1,606",42.6,,,20.5
070161420022002,PK K,30.3,254,"1,606",45.7,,,20.5
070161420022003,1 2 3 4 5,33.7,436,"1,606",48.4,,,20.5
070161420022004,1 2 3 4 5,27.1,399,"1,606",42.6,,,20.5
070161430022001,PK K 1 2 3 4 5 6 7 8,74.7,784,"1,918",82.7,,,20.5
070161430022002,K 1 2 3 4 5 6 7 8,56.5,635,"1,918",67.9,,,20.5
070161430022004,PK K 1 2 3 4 5 6,53.6,384,"1,918",82.6,,,20.5
070161430022005,PK K 1 2 3,65.2,115,"1,918",66.1,,,20.5
070161435021003,6 7 8,95.6,521,"1,718",92.9,,,20.5
070161435022001,K 1 2 3,98.9,184,"1,718",97.8,,,20.5
070161435022006,4 5,98.9,365,"1,718",95.1,,,20.5
070161435022007,PK K,94.1,205,"1,718",93.2,,,20.5
070161435022010,K 1 2 3,97.3,443,"1,718",93.9,,,20.5
070161440021002,6 7 8,98.0,899,"2,586",93.7,,,20.5
070161440022003,K 1 2 3 4 5,89.3,261,"2,586",95.8,,,20.5
070161440022004,K 1 2 3 4 5,99.7,302,"2,586",95.0,,,20.5
070161440022005,K 1 2 3 4 5,97.2,317,"2,586",92.7,,,20.5
070161440022007,PK K 1 2 3 4 5,97.3,183,"2,586",91.8,,,20.5
070161440022009,PK K 1 2 3 4 5,100.0,253,"2,586",88.9,,,20.5
070161440022010,K 1 2 3 4 5,99.2,371,"2,586",89.2,,,20.5
070161450021001,5 6 7 8,49.4,632,"1,454",38.3,,,20.5
070161450022002,PK K,54.9,204,"1,454",41.2,,,20.5
070161450022003,3 4,43.7,316,"1,454",44.6,,,20.5
070161450022004,1 2,49.7,302,"1,454",47.7,,,20.5
070161460041001,6 7 8,26.6,749,"2,416",41.5,,,20.5
070161460042002,PK K 1 2 3 4 5,27.6,633,"2,416",40.8,,,20.5
070161460042003,PK K 1 2 3 4 5,26.0,366,"2,416",34.4,,,20.5
070161460042005,PK K 1 2 3 4 5,24.7,320,"2,416",31.6,,,20.5
070161460042006,PK K 1 2 3 4 5,26.4,348,"2,416",37.6,,,20.5
070161470021001,6 7 8,98.7,375,"1,288",97.6,,,20.5
070161470022004,PK K 1 2 3 4 5,96.7,367,"1,288",97.0,,,20.5
070161470022006,PK K 1 2 3 4 5,98.9,284,"1,288",96.5,,,20.5
070161470022007,PK K 1 2 3 4 5,98.9,262,"1,288",98.5,,,20.5
070161480021002,7 8,99.5,196,"2,298",96.4,,,20.5
070161480021003,7 8,99.5,190,"2,298",91.1,,,20.5
070161480021004,7 8,99.3,147,"2,298",91.2,,,20.5
070161480022002,K 1 2 3 4,100.0,195,"2,298",96.4,,,20.5
070161480022003,K 1 2 3 4 5 6,99.7,375,"2,298",91.7,,,20.5
070161480022005,K 1 2 3 4 5 6,100.0,319,"2,298",94.7,,,20.5
070161480022006,K 1 2 3 4 5 6,100.0,278,"2,298",93.2,,,20.5
