schid,grades2015,percmin2015,enroll2015,enrolldist2015,lowinc2015,act2015school,actscore2015district,actscore2015state
400310010262001,PK K 1 2 3 4 5 6 7 8,6.2,405,635,64.2,,21.1,20.5
400310030260001,7 8 9 10 11 12,2.6,417,936,69.5,17.7,17.7,20.5
400310030262002,PK K 1 2 3 4 5 6,2.3,519,936,76.5,,17.7,20.5
400310100260001,9 10 11 12,0.8,130,455,40.0,20.2,20.2,20.5
400310100262003,PK K 1 2 3 4 5 6 7 8,0.9,325,455,49.8,,20.2,20.5
400421000260001,8 9 10 11 12,1.9,"1,065","2,675",37.9,19.6,19.6,20.5
400421000261002,5 6 7,1.6,546,"2,675",55.5,,19.6,20.5
400421000262006,PK K 1 2 3 4,2.1,193,"2,675",49.2,,19.6,20.5
400421000262007,2 3 4,4.2,449,"2,675",59.2,,19.6,20.5
400421000262008,PK K 1,3.8,422,"2,675",63.7,,19.6,20.5
400560010260002,9 10 11 12,6.0,420,"1,468",38.6,21.1,21.1,20.5
400560010261001,6 7 8,7.1,351,"1,468",44.2,,21.1,20.5
400560010262005,K 1 2 3,6.6,409,"1,468",52.6,,21.1,20.5
400560010262006,PK 4 5,7.6,288,"1,468",52.8,,21.1,20.5
400560020260004,9 10 11 12,2.0,99,363,53.5,19.5,19.5,20.5
400560020261001,7 8,1.7,60,363,65.0,,19.5,20.5
400560020262005,PK K 1 2 3 4 5 6,0.5,204,363,52.5,,19.5,20.5
400560050260001,9 10 11 12,4.0,176,538,43.8,20.0,20.0,20.5
400560050262001,PK K 1 2 3 4 5 6 7 8,0.8,362,538,47.0,,20.0,20.5
400560060260001,9 10 11 12,4.8,354,"1,261",37.3,20.7,20.7,20.5
400560060261001,6 7 8,3.4,261,"1,261",37.9,,20.7,20.5
400560060262001,PK K 1 2 3 4 5,6.5,646,"1,261",46.0,,20.7,20.5
400560070260003,9 10 11 12,1.4,364,"1,319",54.1,19.5,19.5,20.5
400560070261002,6 7 8,4.3,300,"1,319",99.3,,19.5,20.5
400560070262003,PK K 1 2 3 4 5,4.7,655,"1,319",88.5,,19.5,20.5
400560080260001,9 10 11 12,6.3,207,667,40.6,20.0,20.0,20.5
400560080261001,PK 6 7 8,5.1,178,667,45.5,,20.0,20.5
400560080262003,K 1 2 3 4 5,6.4,282,667,34.8,,20.0,20.5
400560090260001,9 10 11 12,3.3,492,"1,579",34.6,20.0,20.0,20.5
400560090261002,7 8,5.4,258,"1,579",38.4,,20.0,20.5
400560090262004,PK K 1 2 3 4 5 6,1.3,159,"1,579",61.0,,20.0,20.5
400560090262005,PK K 1 2 3 4 5 6,8.7,127,"1,579",47.2,,20.0,20.5
400560090262006,K 1 2 3 4 5 6,4.9,507,"1,579",40.4,,20.0,20.5
400560340260001,9 10 11 12,3.9,434,"1,474",49.1,19.9,19.9,20.5
400560340262001,3 4 5 6 7 8,2.7,657,"1,474",58.9,,19.9,20.5
400560340262002,PK K 1 2,3.4,383,"1,474",54.6,,19.9,20.5
410570010260001,9 10 11 12,7.5,544,"1,886",55.1,18.5,18.5,20.5
410570010261001,6 7 8,8.0,411,"1,886",59.1,,18.5,20.5
410570010262004,K 1 2 3 4 5,8.6,441,"1,886",58.7,,18.5,20.5
410570010262006,PK K 1 2 3 4 5,15.3,490,"1,886",69.2,,18.5,20.5
410570020260001,9 10 11 12,8.2,"1,164","3,704",20.3,21.5,21.5,20.5
410570020261008,6 7 8,9.5,850,"3,704",18.9,,21.5,20.5
410570020262003,K 1 2 3 4 5,1.6,122,"3,704",21.3,,21.5,20.5
410570020262004,PK K 1 2 3 4 5,6.3,669,"3,704",30.6,,21.5,20.5
410570020262005,PK K 1 2 3 4 5,4.5,224,"3,704",14.3,,21.5,20.5
410570020262008,PK K 1 2 3 4 5,9.8,675,"3,704",31.0,,21.5,20.5
410570030262002,K 1 2 3 4 5 6 7 8,96.7,121,121,95.9,,,20.5
410570050260001,9 10 11 12,6.1,980,"3,014",29.6,21.4,21.4,20.5
410570050261002,6 7 8,6.5,672,"3,014",36.5,,21.4,20.5
410570050262003,PK K 1 2,6.6,592,"3,014",38.5,,21.4,20.5
410570050262004,PK K 1 2 3,8.4,167,"3,014",35.9,,21.4,20.5
410570050262005,4 5,2.6,76,"3,014",35.5,,21.4,20.5
410570050262008,3 4 5,5.5,527,"3,014",34.5,,21.4,20.5
410570070260001,9 10 11 12,16.7,"2,436","7,551",16.5,22.9,22.9,20.5
410570070261001,6 7 8,18.9,953,"7,551",20.3,,22.9,20.5
410570070261002,6 7 8,16.2,822,"7,551",25.2,,22.9,20.5
410570070262003,3 4 5,16.4,335,"7,551",24.2,,22.9,20.5
410570070262004,PK K 1 2,18.1,359,"7,551",38.7,,22.9,20.5
410570070262005,3 4 5,10.8,249,"7,551",28.1,,22.9,20.5
410570070262006,PK K 1 2,18.8,393,"7,551",24.7,,22.9,20.5
410570070262007,K 1 2,22.3,314,"7,551",32.8,,22.9,20.5
410570070262008,PK K 1 2,13.8,138,"7,551",41.3,,22.9,20.5
410570070262009,PK K 1 2,7.8,141,"7,551",27.0,,22.9,20.5
410570070262010,3 4 5,22.1,462,"7,551",28.4,,22.9,20.5
410570070262011,PK K 1 2,31.2,401,"7,551",19.2,,22.9,20.5
410570070262012,3 4 5,25.4,548,"7,551",21.7,,22.9,20.5
410570080260001,9 10 11 12,7.1,786,"2,539",42.0,19.5,19.5,20.5
410570080261002,6 7 8,8.7,574,"2,539",55.9,,19.5,20.5
410570080262003,PK K 1,9.3,442,"2,539",62.0,,19.5,20.5
410570080262007,4 5,9.1,397,"2,539",54.9,,19.5,20.5
410570080262009,2 3,10.0,340,"2,539",60.6,,19.5,20.5
410570090260001,9 10 11 12,29.1,"1,978","6,486",64.7,17.9,17.9,20.5
410570090261003,7 8,27.4,973,"6,486",70.5,,17.9,20.5
410570090261004,5 6,28.4,953,"6,486",72.5,,17.9,20.5
410570090262007,K 1 2 3 4,15.3,472,"6,486",61.9,,17.9,20.5
410570090262012,K 1 2 3 4,26.5,378,"6,486",72.2,,17.9,20.5
410570090262013,K 1 2 3 4,20.7,391,"6,486",75.2,,17.9,20.5
410570090262016,K 1 2 3 4,29.4,340,"6,486",66.2,,17.9,20.5
410570090262020,K 1 2 3 4,37.4,326,"6,486",85.9,,17.9,20.5
410570090262022,K 1 2 3 4,48.9,436,"6,486",88.8,,17.9,20.5
410570100260001,9 10 11 12,31.9,"1,964","6,496",51.8,19.5,19.5,20.5
410570100261003,7 8,33.9,977,"6,496",62.8,,19.5,20.5
410570100262001,PK K 1 2 3 4,38.3,405,"6,496",76.3,,19.5,20.5
410570100262006,K 1 2 3 4,61.2,338,"6,496",88.2,,19.5,20.5
410570100262011,PK K 1 2 3 4,77.0,395,"6,496",97.2,,19.5,20.5
410570100262013,K 1 2 3 4,26.8,123,"6,496",56.9,,19.5,20.5
410570100262014,PK K 1 2 3 4,31.1,579,"6,496",61.8,,19.5,20.5
410570100262020,K 1 2 3 4,56.3,119,"6,496",62.2,,19.5,20.5
410570100262022,K 1 2 3 4,18.2,423,"6,496",40.4,,19.5,20.5
410570100262023,K 1 2 3 4,38.6,223,"6,496",70.4,,19.5,20.5
410570100262024,5 6,36.6,950,"6,496",66.5,,19.5,20.5
410570110260001,9 10 11 12,36.1,"2,058","6,646",56.7,19.4,19.4,20.5
410570110261006,6 7 8,41.2,"1,454","6,646",65.0,,19.4,20.5
410570110262007,K 1 2 3 4 5,53.8,366,"6,646",76.2,,19.4,20.5
410570110262010,K 1 2 3 4 5,45.1,319,"6,646",69.9,,19.4,20.5
410570110262015,K 1 2 3 4 5,46.2,292,"6,646",66.4,,19.4,20.5
410570110262024,K 1 2 3 4 5,54.8,303,"6,646",76.2,,19.4,20.5
410570110262028,K 1 2 3 4 5,44.7,470,"6,646",79.4,,19.4,20.5
410570110262029,K 1 2 3 4 5,43.1,554,"6,646",83.0,,19.4,20.5
410570110262030,K 1 2 3 4 5,47.1,577,"6,646",67.8,,19.4,20.5
410570120260001,9 10 11 12,95.2,166,775,98.8,15.9,15.9,20.5
410570120261003,6 7 8,95.6,137,775,97.1,,15.9,20.5
410570120262008,PK K 1 2 3 4 5,94.1,472,775,97.5,,15.9,20.5
410570130021001,6 7 8,14.6,233,853,65.2,,,20.5
410570130022002,K 1 2 3 4 5,10.8,473,853,69.6,,,20.5
410570140160001,9 10 11 12,5.0,542,542,64.6,17.5,17.5,20.5
410570150031001,6 7 8,10.3,224,782,61.2,,,20.5
410570150032002,K 1 2 3 4 5,8.5,342,782,65.8,,,20.5
410570150032004,PK K 1 2 3 4 5,4.6,216,782,81.0,,,20.5
440630020031001,6 7 8,12.7,490,"1,228",21.2,,,20.5
440630020032001,PK K 1 2 3 4 5,15.3,418,"1,228",27.5,,,20.5
440630020032002,K 1 2 3 4 5,9.1,320,"1,228",20.6,,,20.5
440630030031001,5 6 7 8,16.8,226,475,14.6,,,20.5
440630030032001,K 1 2 3 4,18.5,249,475,21.7,,,20.5
440630120260002,9 10 11 12,9.7,690,"2,073",24.1,20.7,20.7,20.5
440630120261003,5 6 7 8,9.2,643,"2,073",29.4,,20.7,20.5
440630120262001,3 4,7.6,301,"2,073",28.2,,20.7,20.5
440630120262002,PK K 1 2,8.7,439,"2,073",40.3,,20.7,20.5
440630150041006,6 7 8,20.1,770,"4,654",42.3,,,20.5
440630150041007,6 7 8,28.2,762,"4,654",44.5,,,20.5
440630150041008,4 5,23.5,463,"4,654",49.5,,,20.5
440630150042001,PK K 1 2 3,26.9,546,"4,654",50.4,,,20.5
440630150042002,K 1 2 3,22.0,478,"4,654",51.9,,,20.5
440630150042003,K 1 2 3 4 5,7.6,251,"4,654",19.9,,,20.5
440630150042004,K 1 2 3 4 5,23.6,635,"4,654",47.9,,,20.5
440630150042005,K 1 2 3 4 5,35.8,749,"4,654",47.0,,,20.5
440630180042001,K 1 2 3 4 5 6 7 8,21.9,310,310,29.0,,,20.5
440630190240002,9 10 11 12,29.8,124,456,25.8,19.8,19.8,20.5
440630190241001,6 7 8,18.0,100,456,34.0,,19.8,20.5
440630190242001,PK K 1 2 3 4 5,22.8,232,456,44.4,,19.8,20.5
440630260041004,6 7 8,21.3,958,"2,489",22.4,,,20.5
440630260042002,1 2 3 4 5,21.0,453,"2,489",22.3,,,20.5
440630260042004,K 1 2 3 4 5,33.6,529,"2,489",35.3,,,20.5
440630260042005,PK 1 2 3 4 5,16.9,549,"2,489",20.4,,,20.5
440630360022001,PK K 1 2 3 4 5 6 7 8,16.2,408,408,62.5,,,20.5
440630460031001,6 7 8,11.3,309,788,23.3,,,20.5
440630460032001,PK K 1 2 3 4 5,12.1,479,788,21.7,,,20.5
440630470041004,6 7 8,18.4,865,"7,765",24.0,,,20.5
440630470041005,6 7 8,31.8,"1,016","7,765",33.7,,,20.5
440630470041006,6 7 8,20.9,947,"7,765",23.9,,,20.5
440630470042001,K 1 2 3 4 5,49.4,472,"7,765",56.1,,,20.5
440630470042002,K 1 2 3 4 5,19.2,584,"7,765",24.0,,,20.5
440630470042003,K 1 2 3 4 5,46.4,548,"7,765",54.4,,,20.5
440630470042005,K 1 2 3 4 5,31.9,649,"7,765",40.4,,,20.5
440630470042007,K 1 2 3 4 5,20.9,402,"7,765",33.1,,,20.5
440630470042008,K 1 2 3 4 5,23.1,577,"7,765",30.8,,,20.5
440630470042009,K 1 2 3 4 5,26.8,542,"7,765",28.6,,,20.5
440630470042010,K 1 2 3 4 5,18.4,572,"7,765",16.3,,,20.5
440630470042011,PK K 1 2 3 4 5,23.0,591,"7,765",24.0,,,20.5
440630500260001,9 10 11 12,60.2,691,"2,502",59.0,17.9,17.9,20.5
440630500261002,6 7 8,65.4,537,"2,502",69.1,,17.9,20.5
440630500262003,4 5,68.5,397,"2,502",71.8,,17.9,20.5
440630500262007,K 1 2 3,69.1,789,"2,502",64.8,,17.9,20.5
440631540160001,9 10 11 12,21.5,745,745,35.3,21.3,21.3,20.5
440631550160001,9 10 11 12,22.3,"1,536","6,634",29.5,22.0,22.9,20.5
440631550160002,9 10 11 12,13.5,"1,820","6,634",16.9,23.3,22.9,20.5
440631550160003,9 10 11 12,14.1,"1,797","6,634",19.1,22.5,22.9,20.5
440631550160004,9 10 11 12,9.0,"1,481","6,634",13.6,23.8,22.9,20.5
440631560160001,9 10 11 12,22.8,"1,524","2,370",32.7,20.4,20.4,20.5
440631560160002,9 10 11 12,14.3,846,"2,370",32.3,20.3,20.4,20.5
440631570160001,9 10 11 12,9.2,758,758,12.0,22.5,22.5,20.5
440631580220002,9 10 11 12,24.7,"2,773","9,475",16.2,22.4,22.4,20.5
440631580221002,6 7 8,23.7,900,"9,475",14.0,,22.4,20.5
440631580221003,6 7 8,24.2,"1,396","9,475",17.5,,22.4,20.5
440631580222003,K 1 2,22.5,834,"9,475",17.5,,22.4,20.5
440631580222004,K 1 2 3 4 5,22.0,"1,204","9,475",20.1,,22.4,20.5
440631580222005,PK 3 4 5,25.0,"1,214","9,475",17.2,,22.4,20.5
440631580222006,K 1 2,17.2,506,"9,475",15.6,,22.4,20.5
440631580222007,3 4 5,22.4,648,"9,475",13.0,,22.4,20.5
440631650031001,6 7 8,24.8,322,"1,069",49.4,,,20.5
440631650032002,PK K 1 2 3,28.4,531,"1,069",60.3,,,20.5
440631650032004,4 5,29.6,216,"1,069",59.3,,,20.5
440632000260008,9 10 11 12,39.5,971,"6,505",43.5,21.5,20.9,20.5
440632000260009,9 10 11 12,36.6,895,"6,505",41.7,20.2,20.9,20.5
440632000261006,6 7 8,36.3,688,"6,505",45.6,,20.9,20.5
440632000261007,6 7 8,43.3,783,"6,505",52.6,,20.9,20.5
440632000262003,PK 1 2 3 4 5,50.4,391,"6,505",55.5,,20.9,20.5
440632000262004,1 2 3 4 5,12.0,342,"6,505",39.8,,20.9,20.5
440632000262006,1 2 3 4 5,42.3,364,"6,505",60.2,,20.9,20.5
440632000262007,1 2 3 4 5,44.1,438,"6,505",49.8,,20.9,20.5
440632000262008,1 2 3 4 5,49.4,492,"6,505",51.6,,20.9,20.5
440632000262009,PK K,43.4,700,"6,505",43.9,,20.9,20.5
440632000262010,PK 1 2 3 4 5,49.2,441,"6,505",52.2,,20.9,20.5
450670030260001,9 10 11 12,1.3,159,493,24.5,21.9,21.9,20.5
450670030261001,6 7 8,1.9,107,493,23.4,,21.9,20.5
450670030262001,PK K 1 2 3 4 5,2.6,227,493,31.3,,21.9,20.5
450670040260001,9 10 11 12,7.2,683,"2,001",12.3,22.5,22.5,20.5
450670040261001,5 6 7 8,5.8,605,"2,001",12.2,,22.5,20.5
450670040262001,2 3 4,5.6,446,"2,001",17.0,,22.5,20.5
450670040262003,PK K 1,6.7,267,"2,001",16.1,,22.5,20.5
450670050260001,9 10 11 12,4.0,859,"2,691",23.3,21.8,21.8,20.5
450670050261001,6 7 8,4.2,626,"2,691",24.8,,21.8,20.5
450670050262003,PK K 1,3.5,426,"2,691",31.2,,21.8,20.5
450670050262004,2 3,4.1,392,"2,691",27.8,,21.8,20.5
450670050262005,4 5,4.4,388,"2,691",26.3,,21.8,20.5
450790010220001,9 10 11 12,6.1,66,209,60.6,18.2,18.2,20.5
450790010221002,6 7 8,4.5,44,209,63.6,,18.2,20.5
450790010222001,K 1 2 3 4 5,12.1,99,209,75.8,,18.2,20.5
450791320260001,9 10 11 12,2.9,417,"1,041",33.1,21.1,21.1,20.5
450791320262002,PK K 1 2 3 4 5 6 7 8,5.3,624,"1,041",42.5,,21.1,20.5
450791340042001,PK K 1 2 3 4 5 6 7 8,0.6,167,167,53.3,,,20.5
450791380260001,9 10 11 12,2.7,146,426,25.3,18.4,18.4,20.5
450791380262002,PK K 1 2 3 4 5 6 7 8,2.5,280,426,40.4,,18.4,20.5
450791390260001,9 10 11 12,8.9,349,989,43.0,19.2,19.2,20.5
450791390262002,PK K 1 2 3 4 5 6 7 8,10.3,640,989,63.0,,19.2,20.5
450791400260001,9 10 11 12,27.2,379,"1,305",62.3,18.0,18.0,20.5
450791400262002,PK K 1 2 3 4 5 6 7 8,29.4,772,"1,305",50.6,,18.0,20.5
450791400262008,K 1 2 3 4 5 6 7 8,1.3,154,"1,305",45.5,,18.0,20.5
470521700220001,9 10 11 12,19.5,819,"2,768",43.3,19.5,19.5,20.5
470521700221001,6 7 8,16.2,574,"2,768",48.8,,19.5,20.5
470521700222003,4 5,16.6,409,"2,768",60.1,,19.5,20.5
470521700222004,2 3,18.7,449,"2,768",60.4,,19.5,20.5
470521700222008,PK K 1,20.9,517,"2,768",64.6,,19.5,20.5
470522200022001,K 1 2 3 4 5 6 7 8,6.3,63,63,41.3,,,20.5
470522710260004,7 8 9 10 11 12,14.1,99,221,36.4,19.1,19.1,20.5
470522710262005,PK K 1 2 3 4 5 6,12.3,122,221,51.6,,19.1,20.5
470522720260001,9 10 11 12,4.7,236,709,33.5,20.7,20.7,20.5
470522720261002,5 6 7 8,3.4,205,709,41.5,,20.7,20.5
470522720262003,K 1 2 3 4,6.0,268,709,45.1,,20.7,20.5
470522750260001,9 10 11 12,10.4,173,523,35.3,19.8,19.8,20.5
470522750261001,5 6 7 8,9.5,148,523,45.3,,19.8,20.5
470522750262003,PK K 1 2 3 4,8.4,202,523,41.1,,19.8,20.5
470711440032001,K 1 2 3 4 5 6 7 8,5.6,89,89,29.2,,,20.5
470711610042001,K 1 2 3 4 5 6 7 8,29.4,109,109,43.1,,,20.5
470712120170001,9 10 11 12,37.1,952,952,31.1,19.3,19.3,20.5
470712200260001,9 10 11 12,10.0,458,"1,450",35.6,20.2,20.2,20.5
470712200261001,7 8,8.7,196,"1,450",56.1,,20.2,20.5
470712200262006,PK K 1 2 3 4 5 6,14.9,796,"1,450",52.1,,20.2,20.5
470712210260004,6 7 8 9 10 11 12,5.4,461,870,32.5,20.8,20.8,20.5
470712210262002,K 1 2,11.0,82,870,12.2,,20.8,20.5
470712210262003,K 1 2 3 4 5,11.0,327,870,42.2,,20.8,20.5
470712220260004,9 10 11 12,14.2,197,604,44.2,19.0,19.0,20.5
470712220261001,6 7 8,6.5,139,604,41.0,,19.0,20.5
470712220262001,PK K 1 2 3 4 5,8.2,268,604,47.0,,19.0,20.5
470712230260003,9 10 11 12,13.9,595,"1,846",32.4,20.3,20.3,20.5
470712230261001,6 7 8,15.5,483,"1,846",34.2,,20.3,20.5
470712230262002,PK K 1 2,22.7,374,"1,846",40.1,,20.3,20.5
470712230262004,3 4 5,18.8,394,"1,846",32.7,,20.3,20.5
470712260260001,9 10 11 12,13.1,488,"1,497",27.0,22.3,22.3,20.5
470712260261001,6 7 8,10.3,350,"1,497",27.7,,22.3,20.5
470712260262003,PK K 1 2 3 4 5,12.7,659,"1,497",27.8,,22.3,20.5
470712310041002,6 7 8,49.1,548,"1,749",62.2,,,20.5
470712310042001,K 1 2 3 4 5,80.1,271,"1,749",86.7,,,20.5
470712310042003,PK K 1 2 3 4 5,45.7,446,"1,749",82.1,,,20.5
470712310042004,K 1 2 3 4 5,48.7,236,"1,749",67.8,,,20.5
470712310042005,K 1 2 3 4 5,21.0,248,"1,749",34.3,,,20.5
470712690042002,K 1 2 3 4 5 6 7 8,20.0,85,85,51.8,,,20.5
470980010260001,9 10 11 12,5.5,219,663,32.9,21.9,21.9,20.5
470980010261002,5 6 7 8,6.2,194,663,36.6,,21.9,20.5
470980010262003,PK K 1 2 3 4,4.0,250,663,31.2,,21.9,20.5
470980020260001,9 10 11 12,5.1,311,973,33.1,20.1,20.1,20.5
470980020261002,6 7 8,6.6,213,973,35.7,,20.1,20.5
470980020262005,K 1 2 3 4 5,5.4,390,973,46.9,,20.1,20.5
470980030260001,9 10 11 12,7.1,296,898,48.0,18.9,18.9,20.5
470980030261004,6 7 8,5.2,174,898,58.0,,18.9,20.5
470980030262005,PK K 1 2 3 4 5,4.9,205,898,47.8,,18.9,20.5
470980030262006,PK K 1 2 3,5.8,223,898,47.5,,18.9,20.5
470980050260014,9 10 11 12,39.5,"1,048","3,445",48.6,19.6,19.6,20.5
470980050261006,6 7 8,43.7,768,"3,445",59.1,,19.6,20.5
470980050262005,PK K 1 2,44.0,441,"3,445",65.3,,19.6,20.5
470980050262007,K 1 2,37.9,449,"3,445",67.0,,19.6,20.5
470980050262008,3 4 5,43.6,353,"3,445",69.1,,19.6,20.5
470980050262010,3 4 5,43.8,386,"3,445",59.8,,19.6,20.5
470980060260001,9 10 11 12,8.5,317,"1,080",36.9,21.6,21.6,20.5
470980060261001,6 7 8,5.5,219,"1,080",44.7,,21.6,20.5
470980060262002,PK K 1 2,5.6,288,"1,080",42.7,,21.6,20.5
470980060262003,3 4 5,7.0,256,"1,080",48.0,,21.6,20.5
470980130021004,6 7 8,36.7,327,"1,147",79.2,,,20.5
470980130022001,K 1 2,32.5,326,"1,147",86.5,,,20.5
470980130022002,3 4 5,32.8,335,"1,147",80.0,,,20.5
470980200022001,K 1 2 3 4 5 6 7 8,15.3,314,314,43.0,,,20.5
470981450042001,K 1 2 3 4 5 6 7 8,14.4,326,326,29.1,,,20.5
470983010170001,9 10 11 12,26.0,650,650,58.5,19.5,19.5,20.5
480720620021001,PK 5 6 7 8,57.0,244,538,88.1,,,20.5
480720620022001,K 1 2 3 4,63.3,294,538,88.8,,,20.5
480720630021001,5 6 7 8,13.0,184,449,56.5,,,20.5
480720630022002,PK K 1 2 3 4,16.6,265,449,59.6,,,20.5
480720660022001,PK K 1 2 3 4 5 6 7 8,12.3,244,244,55.7,,,20.5
480720680021003,5 6 7 8,8.5,189,382,18.0,,,20.5
480720680022002,PK K 1 2 3 4,11.4,193,382,46.6,,,20.5
480720690022001,PK K 1 2 3 4 5 6 7 8,33.0,261,261,79.7,,,20.5
480720700022001,K 1 2 3 4 5 6 7 8,9.7,299,299,26.4,,,20.5
480721500250023,7 8 9 10 11 12,88.5,799,"13,675",83.6,15.5,17.9,20.5
480721500250024,9 10 11 12,83.7,"1,447","13,675",77.5,16.1,17.9,20.5
480721500250025,9 10 11 12,54.1,"1,391","13,675",45.7,20.5,17.9,20.5
48072150025027C,5 6 7 8 9 10 11,84.3,502,"13,675",74.3,,17.9,20.5
480721500251001,5 6 7 8,67.3,321,"13,675",65.1,,17.9,20.5
480721500251002,5 6 7 8,84.1,364,"13,675",84.9,,17.9,20.5
480721500251003,5 6 7 8,79.8,332,"13,675",79.8,,17.9,20.5
480721500251006,5 6 7 8,78.0,378,"13,675",80.7,,17.9,20.5
480721500251009,5 6 7 8,61.4,352,"13,675",59.9,,17.9,20.5
480721500251012,K 1 2 3 4 5 6 7 8,85.1,477,"13,675",93.5,,17.9,20.5
480721500251013,5 6 7 8,70.2,215,"13,675",63.7,,17.9,20.5
480721500251015,5 6 7 8,33.0,282,"13,675",22.3,,17.9,20.5
480721500252010,K 1 2 3 4,65.8,313,"13,675",70.6,,17.9,20.5
480721500252011,K 1 2 3 4,82.0,444,"13,675",76.1,,17.9,20.5
480721500252028,K 1 2 3 4 5 6 7 8,91.7,614,"13,675",88.4,,17.9,20.5
480721500252032,K 1 2 3 4 5,90.5,591,"13,675",93.2,,17.9,20.5
480721500252034,K 1 2 3 4 5 6,87.1,884,"13,675",93.2,,17.9,20.5
480721500252036,K 1 2 3 4 5 6 7 8,92.9,659,"13,675",92.6,,17.9,20.5
480721500252037,K 1 2 3 4,68.1,543,"13,675",74.2,,17.9,20.5
480721500252038,K 1 2 3 4 5 6 7 8,89.6,876,"13,675",92.4,,17.9,20.5
480721500252039,PK K 1 2 3 4 5 6,78.4,552,"13,675",81.5,,17.9,20.5
480721500252040,K 1 2 3 4,52.4,399,"13,675",53.1,,17.9,20.5
480721500252047,K 1 2 3 4,59.6,408,"13,675",61.8,,17.9,20.5
480721500252051,K 1 2 3 4,64.8,457,"13,675",63.0,,17.9,20.5
480722650260001,9 10 11 12,9.0,422,"1,438",37.9,20.0,20.0,20.5
480722650261001,6 7 8,7.4,351,"1,438",45.3,,20.0,20.5
480722650262002,PK K 1 2 3 4 5,5.3,665,"1,438",52.2,,20.0,20.5
480723090260003,9 10 11 12,8.2,219,714,24.2,21.8,21.8,20.5
480723090262002,PK K 1 2 3 4 5 6 7 8,5.1,495,714,17.8,,21.8,20.5
480723100160001,9 10 11 12,21.7,"1,140","1,140",48.1,18.8,18.8,20.5
480723160042001,K 1 2 3 4 5 6 7 8,8.2,184,184,18.5,,,20.5
480723210260007,9 10 11 12,7.2,684,"2,169",27.8,20.4,20.4,20.5
480723210261001,6 7 8,7.7,209,"2,169",37.8,,20.4,20.5
480723210261002,6 7 8,4.8,270,"2,169",44.1,,20.4,20.5
480723210262004,PK K 1 2 3,9.3,419,"2,169",45.3,,20.4,20.5
480723210262005,PK K 1 2 3 4 5,8.1,418,"2,169",38.8,,20.4,20.5
480723210262008,4 5,5.9,169,"2,169",44.4,,20.4,20.5
480723220260004,9 10 11 12,4.9,204,693,19.1,21.9,21.9,20.5
480723220261001,7 8,4.6,109,693,20.2,,21.9,20.5
480723220262002,PK K 1 2 3 4 5 6,5.3,380,693,18.2,,21.9,20.5
480723230260004,9 10 11 12,22.4,"1,257","4,348",10.4,24.8,24.8,20.5
480723230261001,6 7 8,31.3,598,"4,348",9.9,,24.8,20.5
480723230261002,6 7 8,27.1,377,"4,348",12.5,,24.8,20.5
480723230262002,K 1 2 3 4 5,12.9,241,"4,348",19.1,,24.8,20.5
480723230262003,K 1 2 3 4 5,35.8,399,"4,348",16.8,,24.8,20.5
480723230262004,K 1 2 3 4 5,32.9,359,"4,348",10.0,,24.8,20.5
480723230262005,K 1 2 3 4 5,45.0,442,"4,348",24.4,,24.8,20.5
480723230262006,PK K 1 2 3 4 5,41.2,675,"4,348",3.0,,24.8,20.5
480723250260005,9 10 11 12,22.7,242,832,54.1,18.8,18.8,20.5
480723250262005,PK K 1 2 3 4 5 6 7 8,26.4,590,832,62.9,,18.8,20.5
480723260260005,9 10 11 12,4.1,246,772,21.5,21.7,21.7,20.5
480723260262004,PK K 1 2 3 4 5 6 7 8,8.9,526,772,35.2,,21.7,20.5
480723270260008,9 10 11 12,8.4,296,971,24.0,20.8,20.8,20.5
480723270262004,PK K 1 2 3 4 5,7.6,474,971,23.0,,20.8,20.5
480723270262006,6 7 8,8.0,201,971,28.4,,20.8,20.5
480723280032001,K 1 2 3 4 5 6 7 8,5.8,155,155,16.1,,,20.5
490810290022001,K 1 2 3 4 5 6 7 8,17.9,234,234,33.3,,,20.5
490810300170001,9 10 11 12,40.8,"1,756","1,756",61.2,18.3,18.3,20.5
490810340021001,6 7 8,41.2,194,657,65.5,,,20.5
490810340022003,PK K 1 2 3 4 5,41.0,463,657,72.1,,,20.5
490810360022002,PK K 1 2 3 4 5 6 7 8,47.3,296,296,89.9,,,20.5
490810370021002,5 6 7 8,53.1,"1,110","2,784",74.3,,,20.5
490810370022001,K 1 2 3 4,49.5,410,"2,784",70.7,,,20.5
490810370022003,K 1 2 3 4,64.7,351,"2,784",81.2,,,20.5
490810370022008,K 1 2 3 4,55.8,453,"2,784",73.5,,,20.5
490810370022009,PK K 1 2 3 4,71.7,460,"2,784",71.1,,,20.5
490810400220001,9 10 11 12,38.8,"2,190","7,379",42.8,20.4,20.4,20.5
490810400221003,6 7 8,47.6,762,"7,379",56.6,,20.4,20.5
490810400221004,6 7 8,37.3,896,"7,379",46.4,,20.4,20.5
490810400222007,K 1 2 3 4 5,44.2,260,"7,379",61.2,,20.4,20.5
490810400222010,1 2 3 4 5,92.7,109,"7,379",99.1,,20.4,20.5
490810400222011,K 1 2 3 4 5,38.8,258,"7,379",47.7,,20.4,20.5
490810400222012,K 1 2 3 4 5,35.7,384,"7,379",44.3,,20.4,20.5
490810400222016,K 1 2 3 4 5,68.4,446,"7,379",79.1,,20.4,20.5
490810400222017,K 1 2 3 4 5,47.3,385,"7,379",64.7,,20.4,20.5
