schid,nttkreadsch,nttkreaddist,nttkreadstate,nttkmathsch,nttkmathdist,nttkmathstate,tkreadsch,tkmathsch,tkreaddist,tkmathdist,tkreadstate,tkmathstate
050160230022001,,,,,,,,,99.7,99.5,95.6,95.6
050160230022004,0.0,0.3,4.4,0.0,0.5,4.4,100.0,100.0,99.7,99.5,95.6,95.6
050160230022005,0.3,0.3,4.4,0.5,0.5,4.4,99.7,99.5,99.7,99.5,95.6,95.6
050160250021014,2.3,2.0,4.4,2.4,2.0,4.4,97.7,97.6,98.0,98.0,95.6,95.6
050160250021015,1.7,2.0,4.4,1.8,2.0,4.4,98.3,98.2,98.0,98.0,95.6,95.6
050160250022002,1.4,2.0,4.4,1.1,2.0,4.4,98.6,98.9,98.0,98.0,95.6,95.6
050160250022004,0.8,2.0,4.4,0.8,2.0,4.4,99.2,99.2,98.0,98.0,95.6,95.6
050160250022005,2.6,2.0,4.4,2.2,2.0,4.4,97.4,97.8,98.0,98.0,95.6,95.6
050160250022009,0.6,2.0,4.4,0.6,2.0,4.4,99.4,99.4,98.0,98.0,95.6,95.6
050160250022011,1.6,2.0,4.4,1.6,2.0,4.4,98.4,98.4,98.0,98.0,95.6,95.6
050160250022016,0.9,2.0,4.4,0.9,2.0,4.4,99.1,99.1,98.0,98.0,95.6,95.6
050160250022018,6.8,2.0,4.4,6.7,2.0,4.4,93.2,93.3,98.0,98.0,95.6,95.6
050160260021006,1.3,0.7,4.4,1.7,0.9,4.4,98.7,98.3,99.3,99.1,95.6,95.6
050160260022001,0.0,0.7,4.4,0.0,0.9,4.4,100.0,100.0,99.3,99.1,95.6,95.6
050160260022003,0.0,0.7,4.4,0.0,0.9,4.4,100.0,100.0,99.3,99.1,95.6,95.6
050160270021005,0.9,0.7,4.4,0.9,0.6,4.4,99.1,99.1,99.3,99.4,95.6,95.6
050160270022002,,,,,,,,,99.3,99.4,95.6,95.6
050160270022004,0.5,0.7,4.4,0.2,0.6,4.4,99.5,99.8,99.3,99.4,95.6,95.6
050160280021004,4.6,3.6,4.4,5.3,3.9,4.4,95.4,94.7,96.4,96.1,95.6,95.6
050160280022002,4.5,3.6,4.4,5.0,3.9,4.4,95.5,95.0,96.4,96.1,95.6,95.6
050160280022003,0.5,3.6,4.4,0.5,3.9,4.4,99.5,99.5,96.4,96.1,95.6,95.6
050160280022006,2.4,3.6,4.4,1.8,3.9,4.4,97.6,98.2,96.4,96.1,95.6,95.6
050160290022001,0.0,2.4,4.4,0.0,2.4,4.4,100.0,100.0,97.6,97.6,95.6,95.6
050160290022002,2.8,2.4,4.4,2.8,2.4,4.4,97.2,97.2,97.6,97.6,95.6,95.6
050160300021001,1.0,0.8,4.4,1.0,0.8,4.4,99.0,99.0,99.2,99.2,95.6,95.6
050160300022002,0.0,0.8,4.4,0.0,0.8,4.4,100.0,100.0,99.2,99.2,95.6,95.6
050160300022003,0.9,0.8,4.4,0.9,0.8,4.4,99.1,99.1,99.2,99.2,95.6,95.6
050160310021001,1.3,0.9,4.4,1.3,0.9,4.4,98.7,98.7,99.1,99.1,95.6,95.6
050160310022002,0.4,0.9,4.4,0.4,0.9,4.4,99.6,99.6,99.1,99.1,95.6,95.6
050160340041006,3.1,1.9,4.4,4.1,2.2,4.4,96.9,95.9,98.1,97.8,95.6,95.6
050160340041007,2.5,1.9,4.4,1.9,2.2,4.4,97.5,98.1,98.1,97.8,95.6,95.6
050160340042001,1.1,1.9,4.4,0.9,2.2,4.4,98.9,99.1,98.1,97.8,95.6,95.6
050160340042002,,,,,,,,,98.1,97.8,95.6,95.6
050160340042003,0.7,1.9,4.4,1.0,2.2,4.4,99.3,99.0,98.1,97.8,95.6,95.6
050160340042004,,,,,,,,,98.1,97.8,95.6,95.6
050160340042005,1.3,1.9,4.4,2.2,2.2,4.4,98.7,97.8,98.1,97.8,95.6,95.6
050160340042008,,,,,,,,,98.1,97.8,95.6,95.6
050160350021001,0.2,0.1,4.4,0.5,0.4,4.4,99.8,99.5,99.9,99.6,95.6,95.6
050160350022001,0.0,0.1,4.4,0.0,0.4,4.4,100.0,100.0,99.9,99.6,95.6,95.6
050160350022002,,,,,,,,,99.9,99.6,95.6,95.6
050160360021005,49.4,34.1,4.4,51.8,35.3,4.4,50.6,48.2,65.9,64.7,95.6,95.6
050160360022001,21.6,34.1,4.4,22.2,35.3,4.4,78.4,77.8,65.9,64.7,95.6,95.6
050160360022002,26.7,34.1,4.4,25.6,35.3,4.4,73.3,74.4,65.9,64.7,95.6,95.6
050160360022003,37.3,34.1,4.4,40.0,35.3,4.4,62.7,60.0,65.9,64.7,95.6,95.6
050160360022004,24.8,34.1,4.4,25.3,35.3,4.4,75.2,74.7,65.9,64.7,95.6,95.6
050160370021001,1.9,1.8,4.4,1.9,1.8,4.4,98.1,98.1,98.2,98.2,95.6,95.6
050160370022003,1.7,1.8,4.4,1.7,1.8,4.4,98.3,98.3,98.2,98.2,95.6,95.6
050160380022001,19.4,19.4,4.4,20.0,20.0,4.4,80.6,80.0,80.6,80.0,95.6,95.6
050160390021008,5.2,2.6,4.4,4.3,2.2,4.4,94.8,95.7,97.4,97.8,95.6,95.6
050160390022002,0.4,2.6,4.4,0.8,2.2,4.4,99.6,99.2,97.4,97.8,95.6,95.6
050160390022003,0.0,2.6,4.4,0.6,2.2,4.4,100.0,99.4,97.4,97.8,95.6,95.6
050160390022005,1.7,2.6,4.4,1.7,2.2,4.4,98.3,98.3,97.4,97.8,95.6,95.6
050160390022006,0.9,2.6,4.4,0.9,2.2,4.4,99.1,99.1,97.4,97.8,95.6,95.6
050160390022007,1.6,2.6,4.4,1.2,2.2,4.4,98.4,98.8,97.4,97.8,95.6,95.6
050160540041001,0.5,0.5,4.4,0.7,1.0,4.4,99.5,99.3,99.5,99.0,95.6,95.6
050160540041012,0.3,0.5,4.4,0.3,1.0,4.4,99.7,99.7,99.5,99.0,95.6,95.6
050160540041018,0.5,0.5,4.4,3.8,1.0,4.4,99.5,96.2,99.5,99.0,95.6,95.6
050160540041019,0.2,0.5,4.4,0.6,1.0,4.4,99.8,99.4,99.5,99.0,95.6,95.6
050160540041020,0.0,0.5,4.4,0.5,1.0,4.4,100.0,99.5,99.5,99.0,95.6,95.6
050160540042002,0.0,0.5,4.4,1.2,1.0,4.4,100.0,98.8,99.5,99.0,95.6,95.6
050160540042003,0.7,0.5,4.4,0.7,1.0,4.4,99.3,99.3,99.5,99.0,95.6,95.6
050160540042005,1.0,0.5,4.4,1.7,1.0,4.4,99.0,98.3,99.5,99.0,95.6,95.6
050160540042006,0.4,0.5,4.4,0.4,1.0,4.4,99.6,99.6,99.5,99.0,95.6,95.6
050160540042007,0.6,0.5,4.4,0.9,1.0,4.4,99.4,99.1,99.5,99.0,95.6,95.6
050160540042008,0.4,0.5,4.4,0.4,1.0,4.4,99.6,99.6,99.5,99.0,95.6,95.6
050160540042009,0.0,0.5,4.4,2.4,1.0,4.4,100.0,97.6,99.5,99.0,95.6,95.6
050160540042010,0.3,0.5,4.4,0.9,1.0,4.4,99.7,99.1,99.5,99.0,95.6,95.6
050160540042011,0.4,0.5,4.4,0.4,1.0,4.4,99.6,99.6,99.5,99.0,95.6,95.6
050160540042013,1.2,0.5,4.4,0.8,1.0,4.4,98.8,99.2,99.5,99.0,95.6,95.6
050160540042015,0.4,0.5,4.4,0.4,1.0,4.4,99.6,99.6,99.5,99.0,95.6,95.6
050160540042018,1.2,0.5,4.4,1.2,1.0,4.4,98.8,98.8,99.5,99.0,95.6,95.6
050160540042019,1.0,0.5,4.4,2.5,1.0,4.4,99.0,97.5,99.5,99.0,95.6,95.6
050160540042022,1.4,0.5,4.4,2.4,1.0,4.4,98.6,97.6,99.5,99.0,95.6,95.6
050160540042023,0.0,0.5,4.4,0.0,1.0,4.4,100.0,100.0,99.5,99.0,95.6,95.6
050160540042026,0.4,0.5,4.4,1.1,1.0,4.4,99.6,98.9,99.5,99.0,95.6,95.6
050160540042027,0.3,0.5,4.4,0.3,1.0,4.4,99.7,99.7,99.5,99.0,95.6,95.6
050160540042028,1.6,0.5,4.4,0.8,1.0,4.4,98.4,99.2,99.5,99.0,95.6,95.6
050160540042029,0.3,0.5,4.4,0.0,1.0,4.4,99.7,100.0,99.5,99.0,95.6,95.6
050160540042030,0.7,0.5,4.4,0.7,1.0,4.4,99.3,99.3,99.5,99.0,95.6,95.6
050160540042031,0.0,0.5,4.4,0.0,1.0,4.4,100.0,100.0,99.5,99.0,95.6,95.6
050160540042032,0.8,0.5,4.4,1.2,1.0,4.4,99.2,98.8,99.5,99.0,95.6,95.6
050160570021004,1.8,1.3,4.4,8.2,4.5,4.4,98.2,91.8,98.7,95.5,95.6,95.6
050160570022002,0.5,1.3,4.4,0.8,4.5,4.4,99.5,99.2,98.7,95.5,95.6,95.6
050160570022005,1.1,1.3,4.4,1.1,4.5,4.4,98.9,98.9,98.7,95.5,95.6,95.6
050160570022008,,,,,,,,,98.7,95.5,95.6,95.6
050160590041010,0.5,0.7,4.4,0.6,0.5,4.4,99.5,99.4,99.3,99.5,95.6,95.6
050160590041012,0.6,0.7,4.4,0.6,0.5,4.4,99.4,99.4,99.3,99.5,95.6,95.6
050160590041016,0.7,0.7,4.4,0.4,0.5,4.4,99.3,99.6,99.3,99.5,95.6,95.6
050160590042001,2.1,0.7,4.4,0.0,0.5,4.4,97.9,100.0,99.3,99.5,95.6,95.6
050160590042002,0.0,0.7,4.4,0.5,0.5,4.4,100.0,99.5,99.3,99.5,95.6,95.6
050160590042003,0.9,0.7,4.4,0.5,0.5,4.4,99.1,99.5,99.3,99.5,95.6,95.6
050160590042006,0.4,0.7,4.4,0.4,0.5,4.4,99.6,99.6,99.3,99.5,95.6,95.6
050160590042008,0.0,0.7,4.4,0.0,0.5,4.4,100.0,100.0,99.3,99.5,95.6,95.6
050160590042009,0.4,0.7,4.4,0.0,0.5,4.4,99.6,100.0,99.3,99.5,95.6,95.6
050160590042014,1.6,0.7,4.4,0.5,0.5,4.4,98.4,99.5,99.3,99.5,95.6,95.6
050160590042016,1.0,0.7,4.4,1.0,0.5,4.4,99.0,99.0,99.3,99.5,95.6,95.6
050160590042018,0.9,0.7,4.4,2.3,0.5,4.4,99.1,97.7,99.3,99.5,95.6,95.6
050160590042019,0.4,0.7,4.4,0.0,0.5,4.4,99.6,100.0,99.3,99.5,95.6,95.6
050160590042020,0.0,0.7,4.4,0.8,0.5,4.4,100.0,99.2,99.3,99.5,95.6,95.6
050160620041001,0.6,0.6,4.4,1.1,1.2,4.4,99.4,98.9,99.4,98.8,95.6,95.6
050160620041003,0.3,0.6,4.4,0.4,1.2,4.4,99.7,99.6,99.4,98.8,95.6,95.6
050160620042001,0.0,0.6,4.4,0.0,1.2,4.4,100.0,100.0,99.4,98.8,95.6,95.6
050160620042002,1.8,0.6,4.4,3.0,1.2,4.4,98.2,97.0,99.4,98.8,95.6,95.6
050160620042004,2.3,0.6,4.4,7.5,1.2,4.4,97.7,92.5,99.4,98.8,95.6,95.6
050160620042005,0.5,0.6,4.4,2.5,1.2,4.4,99.5,97.5,99.4,98.8,95.6,95.6
050160620042008,1.0,0.6,4.4,1.4,1.2,4.4,99.0,98.6,99.4,98.8,95.6,95.6
050160620042009,0.0,0.6,4.4,0.0,1.2,4.4,100.0,100.0,99.4,98.8,95.6,95.6
050160620042010,0.0,0.6,4.4,0.0,1.2,4.4,100.0,100.0,99.4,98.8,95.6,95.6
050160620042011,0.0,0.6,4.4,0.8,1.2,4.4,100.0,99.2,99.4,98.8,95.6,95.6
050160620042012,0.8,0.6,4.4,0.8,1.2,4.4,99.2,99.2,99.4,98.8,95.6,95.6
050160630021003,0.9,1.8,4.4,1.0,1.5,4.4,99.1,99.0,98.2,98.5,95.6,95.6
050160630022006,1.1,1.8,4.4,1.4,1.5,4.4,98.9,98.6,98.2,98.5,95.6,95.6
050160630022008,6.0,1.8,4.4,1.3,1.5,4.4,94.0,98.7,98.2,98.5,95.6,95.6
050160630022009,2.2,1.8,4.4,1.7,1.5,4.4,97.8,98.3,98.2,98.5,95.6,95.6
050160630022010,0.6,1.8,4.4,0.0,1.5,4.4,99.4,100.0,98.2,98.5,95.6,95.6
050160630022011,2.8,1.8,4.4,1.9,1.5,4.4,97.2,98.1,98.2,98.5,95.6,95.6
050160630022012,1.7,1.8,4.4,3.3,1.5,4.4,98.3,96.7,98.2,98.5,95.6,95.6
050160640041006,0.7,1.0,4.4,0.6,0.9,4.4,99.3,99.4,99.0,99.1,95.6,95.6
050160640041007,1.7,1.0,4.4,1.5,0.9,4.4,98.3,98.5,99.0,99.1,95.6,95.6
050160640042001,1.4,1.0,4.4,1.4,0.9,4.4,98.6,98.6,99.0,99.1,95.6,95.6
050160640042004,0.0,1.0,4.4,0.0,0.9,4.4,100.0,100.0,99.0,99.1,95.6,95.6
050160640042005,0.0,1.0,4.4,0.4,0.9,4.4,100.0,99.6,99.0,99.1,95.6,95.6
050160640042011,0.3,1.0,4.4,0.0,0.9,4.4,99.7,100.0,99.0,99.1,95.6,95.6
050160640042012,2.9,1.0,4.4,2.5,0.9,4.4,97.1,97.5,99.0,99.1,95.6,95.6
050160640042013,,,,,,,,,99.0,99.1,95.6,95.6
050160650041002,12.5,8.9,4.4,10.4,7.6,4.4,87.5,89.6,91.1,92.4,95.6,95.6
050160650041007,4.8,8.9,4.4,4.8,7.6,4.4,95.2,95.2,91.1,92.4,95.6,95.6
050160650041012,11.0,8.9,4.4,11.0,7.6,4.4,89.0,89.0,91.1,92.4,95.6,95.6
050160650042004,6.3,8.9,4.4,7.3,7.6,4.4,93.8,92.7,91.1,92.4,95.6,95.6
050160650042005,6.2,8.9,4.4,5.7,7.6,4.4,93.8,94.3,91.1,92.4,95.6,95.6
050160650042009,12.1,8.9,4.4,11.6,7.6,4.4,87.9,88.4,91.1,92.4,95.6,95.6
050160650042010,2.3,8.9,4.4,6.5,7.6,4.4,97.7,93.5,91.1,92.4,95.6,95.6
050160650042014,17.5,8.9,4.4,12.3,7.6,4.4,82.5,87.7,91.1,92.4,95.6,95.6
050160650042015,2.9,8.9,4.4,2.8,7.6,4.4,97.1,97.2,91.1,92.4,95.6,95.6
050160650042019,39.5,8.9,4.4,11.6,7.6,4.4,60.5,88.4,91.1,92.4,95.6,95.6
050160650042020,4.9,8.9,4.4,7.2,7.6,4.4,95.1,92.8,91.1,92.4,95.6,95.6
050160650042021,2.5,8.9,4.4,2.5,7.6,4.4,97.5,97.5,91.1,92.4,95.6,95.6
050160650042022,10.0,8.9,4.4,10.0,7.6,4.4,90.0,90.0,91.1,92.4,95.6,95.6
050160650042023,4.3,8.9,4.4,4.3,7.6,4.4,95.7,95.7,91.1,92.4,95.6,95.6
050160650042024,3.6,8.9,4.4,2.0,7.6,4.4,96.4,98.0,91.1,92.4,95.6,95.6
050160670021002,2.7,1.8,4.4,2.3,1.5,4.4,97.3,97.7,98.2,98.5,95.6,95.6
050160670022003,0.0,1.8,4.4,0.0,1.5,4.4,100.0,100.0,98.2,98.5,95.6,95.6
050160680021002,1.6,1.2,4.4,1.4,1.3,4.4,98.4,98.6,98.8,98.7,95.6,95.6
050160680022001,0.5,1.2,4.4,0.9,1.3,4.4,99.5,99.1,98.8,98.7,95.6,95.6
050160680022004,1.4,1.2,4.4,2.2,1.3,4.4,98.6,97.8,98.8,98.7,95.6,95.6
050160680022005,0.5,1.2,4.4,0.5,1.3,4.4,99.5,99.5,98.8,98.7,95.6,95.6
050160690021003,2.7,2.6,4.4,2.8,2.4,4.4,97.3,97.2,97.4,97.6,95.6,95.6
050160690022001,2.3,2.6,4.4,1.9,2.4,4.4,97.7,98.1,97.4,97.6,95.6,95.6
050160690022004,,2.6,4.4,,2.4,4.4,,,97.4,97.6,95.6,95.6
050160700022003,2.6,2.6,4.4,2.7,2.7,4.4,97.4,97.3,97.4,97.3,95.6,95.6
050160710022001,0.3,0.3,4.4,0.3,0.3,4.4,99.7,99.7,99.7,99.7,95.6,95.6
050160720022002,0.7,0.7,4.4,0.9,0.9,4.4,99.3,99.1,99.3,99.1,95.6,95.6
050160730022001,0.3,0.3,4.4,0.6,0.6,4.4,99.7,99.4,99.7,99.4,95.6,95.6
050160735021003,15.9,14.3,4.4,13.4,13.0,4.4,84.1,86.6,85.7,87.0,95.6,95.6
050160735022002,12.7,14.3,4.4,12.6,13.0,4.4,87.3,87.4,85.7,87.0,95.6,95.6
050160735022003,,,,,,,,,85.7,87.0,95.6,95.6
050160740021001,0.5,0.4,4.4,0.5,0.5,4.4,99.5,99.5,99.6,99.5,95.6,95.6
050160740022003,0.3,0.4,4.4,0.5,0.5,4.4,99.7,99.5,99.6,99.5,95.6,95.6
050160740022004,,,,,,,,,99.6,99.5,95.6,95.6
050162020170001,23.7,23.7,4.4,44.2,44.2,4.4,76.3,55.8,76.3,55.8,95.6,95.6
050162030170001,20.0,3.2,4.4,29.4,3.4,4.4,80.0,70.6,96.8,96.6,95.6,95.6
050162030170002,2.6,3.2,4.4,0.0,3.4,4.4,97.4,100.0,96.8,96.6,95.6,95.6
050162070170001,0.5,3.6,4.4,3.1,9.1,4.4,99.5,96.9,96.4,90.9,95.6,95.6
050162070170003,4.9,3.6,4.4,13.8,9.1,4.4,95.1,86.2,96.4,90.9,95.6,95.6
050162070170004,4.5,3.6,4.4,9.0,9.1,4.4,95.5,91.0,96.4,90.9,95.6,95.6
050162110170001,2.1,3.8,4.4,4.1,8.7,4.4,97.9,95.9,96.2,91.3,95.6,95.6
050162110170002,1.6,3.8,4.4,2.7,8.7,4.4,98.4,97.3,96.2,91.3,95.6,95.6
050162110170003,4.7,3.8,4.4,12.4,8.7,4.4,95.3,87.6,96.2,91.3,95.6,95.6
050162110170004,8.3,3.8,4.4,13.9,8.7,4.4,91.7,86.1,96.2,91.3,95.6,95.6
050162110170006,2.5,3.8,4.4,7.8,8.7,4.4,97.5,92.2,96.2,91.3,95.6,95.6
050162140170002,5.0,51.2,4.4,6.5,46.2,4.4,95.0,93.5,48.8,53.8,95.6,95.6
050162140170004,81.3,51.2,4.4,57.1,46.2,4.4,18.7,42.9,48.8,53.8,95.6,95.6
050162140170005,64.3,51.2,4.4,63.1,46.2,4.4,35.7,36.9,48.8,53.8,95.6,95.6
050162140170006,17.7,51.2,4.4,22.6,46.2,4.4,82.3,77.4,48.8,53.8,95.6,95.6
050162140170007,91.3,51.2,4.4,90.9,46.2,4.4,8.8,9.1,48.8,53.8,95.6,95.6
050162140170008,49.1,51.2,4.4,47.2,46.2,4.4,50.9,52.8,48.8,53.8,95.6,95.6
050162190170002,53.4,46.1,4.4,28.9,28.5,4.4,46.6,71.1,53.9,71.5,95.6,95.6
050162190170003,39.7,46.1,4.4,28.2,28.5,4.4,60.3,71.8,53.9,71.5,95.6,95.6
050162250170001,1.5,3.4,4.4,0.6,5.5,4.4,98.5,99.4,96.6,94.5,95.6,95.6
050162250170002,4.7,3.4,4.4,8.9,5.5,4.4,95.3,91.1,96.6,94.5,95.6,95.6
060160780022001,0.6,0.6,4.4,0.6,0.6,4.4,99.4,99.4,99.4,99.4,95.6,95.6
060160790022001,0.4,0.4,4.4,0.3,0.3,4.4,99.6,99.7,99.6,99.7,95.6,95.6
060160800022001,1.3,0.7,4.4,1.5,0.8,4.4,98.7,98.5,99.3,99.2,95.6,95.6
060160800022002,0.0,0.7,4.4,0.0,0.8,4.4,100.0,100.0,99.3,99.2,95.6,95.6
060160810021001,0.7,0.6,4.4,0.7,0.6,4.4,99.3,99.3,99.4,99.4,95.6,95.6
060160810022001,0.7,0.6,4.4,0.7,0.6,4.4,99.3,99.3,99.4,99.4,95.6,95.6
060160810022003,0.4,0.6,4.4,0.4,0.6,4.4,99.6,99.6,99.4,99.4,95.6,95.6
060160830021003,2.1,1.2,4.4,1.9,1.1,4.4,97.9,98.1,98.8,98.9,95.6,95.6
060160830022002,0.0,1.2,4.4,0.0,1.1,4.4,100.0,100.0,98.8,98.9,95.6,95.6
060160830022004,0.6,1.2,4.4,0.6,1.1,4.4,99.4,99.4,98.8,98.9,95.6,95.6
060160830022005,0.0,1.2,4.4,0.0,1.1,4.4,100.0,100.0,98.8,98.9,95.6,95.6
060160840021002,0.9,2.5,4.4,1.2,2.6,4.4,99.1,98.8,97.5,97.4,95.6,95.6
060160840022003,0.0,2.5,4.4,0.0,2.6,4.4,100.0,100.0,97.5,97.4,95.6,95.6
060160840022004,7.8,2.5,4.4,7.8,2.6,4.4,92.2,92.2,97.5,97.4,95.6,95.6
060160840022005,4.0,2.5,4.4,4.0,2.6,4.4,96.0,96.0,97.5,97.4,95.6,95.6
060160845022001,1.1,1.1,4.4,0.9,0.9,4.4,98.9,99.1,98.9,99.1,95.6,95.6
060160855022001,0.5,0.5,4.4,0.2,0.2,4.4,99.5,99.8,99.5,99.8,95.6,95.6
060160860022001,0.6,0.6,4.4,0.8,0.8,4.4,99.4,99.2,99.4,99.2,95.6,95.6
060160870021005,0.4,0.3,4.4,0.7,0.6,4.4,99.6,99.3,99.7,99.4,95.6,95.6
060160870021006,0.0,0.3,4.4,0.5,0.6,4.4,100.0,99.5,99.7,99.4,95.6,95.6
060160870022003,0.5,0.3,4.4,0.5,0.6,4.4,99.5,99.5,99.7,99.4,95.6,95.6
060160870022007,0.0,0.3,4.4,0.0,0.6,4.4,100.0,100.0,99.7,99.4,95.6,95.6
060160870022008,0.4,0.3,4.4,0.0,0.6,4.4,99.6,100.0,99.7,99.4,95.6,95.6
060160870022010,0.7,0.3,4.4,1.7,0.6,4.4,99.3,98.3,99.7,99.4,95.6,95.6
060160880021007,1.2,1.9,4.4,1.2,1.7,4.4,98.8,98.8,98.1,98.3,95.6,95.6
060160880022001,1.0,1.9,4.4,1.0,1.7,4.4,99.0,99.0,98.1,98.3,95.6,95.6
060160880022003,3.9,1.9,4.4,3.5,1.7,4.4,96.1,96.5,98.1,98.3,95.6,95.6
060160880022005,2.1,1.9,4.4,1.8,1.7,4.4,97.9,98.2,98.1,98.3,95.6,95.6
060160880022006,1.7,1.9,4.4,1.4,1.7,4.4,98.3,98.6,98.1,98.3,95.6,95.6
060160890022001,0.0,2.6,4.4,0.0,2.8,4.4,100.0,100.0,97.4,97.2,95.6,95.6
060160890022002,6.8,2.6,4.4,7.1,2.8,4.4,93.2,92.9,97.4,97.2,95.6,95.6
060160890022003,1.9,2.6,4.4,2.3,2.8,4.4,98.1,97.7,97.4,97.2,95.6,95.6
060160890022004,3.7,2.6,4.4,4.4,2.8,4.4,96.3,95.6,97.4,97.2,95.6,95.6
060160890022006,3.3,2.6,4.4,3.6,2.8,4.4,96.7,96.4,97.4,97.2,95.6,95.6
060160890022007,1.1,2.6,4.4,1.3,2.8,4.4,98.9,98.7,97.4,97.2,95.6,95.6
060160890022008,0.0,2.6,4.4,0.0,2.8,4.4,100.0,100.0,97.4,97.2,95.6,95.6
060160890022010,2.5,2.6,4.4,2.3,2.8,4.4,97.5,97.7,97.4,97.2,95.6,95.6
060160890022012,,2.6,4.4,,2.8,4.4,,,97.4,97.2,95.6,95.6
060160900021002,2.6,1.9,4.4,2.7,2.1,4.4,97.4,97.3,98.1,97.9,95.6,95.6
060160900022001,0.0,1.9,4.4,0.6,2.1,4.4,100.0,99.4,98.1,97.9,95.6,95.6
060160900022005,0.8,1.9,4.4,0.8,2.1,4.4,99.2,99.2,98.1,97.9,95.6,95.6
060160910021001,0.8,1.2,4.4,1.2,0.8,4.4,99.2,98.8,98.8,99.2,95.6,95.6
060160910022001,,,,,,,,,98.8,99.2,95.6,95.6
060160910022003,2.1,1.2,4.4,0.0,0.8,4.4,97.9,100.0,98.8,99.2,95.6,95.6
060160910022004,,,,,,,,,98.8,99.2,95.6,95.6
060160910022005,1.3,1.2,4.4,1.3,0.8,4.4,98.7,98.7,98.8,99.2,95.6,95.6
060160920022001,1.4,1.4,4.4,1.4,1.4,4.4,98.6,98.6,98.6,98.6,95.6,95.6
060160925021001,0.8,0.9,4.4,0.8,0.9,4.4,99.2,99.2,99.1,99.1,95.6,95.6
060160925022002,1.1,0.9,4.4,1.1,0.9,4.4,98.9,98.9,99.1,99.1,95.6,95.6
060160925022003,,,,,,,,,99.1,99.1,95.6,95.6
060160930022001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
060160940022001,2.8,2.8,4.4,2.8,2.8,4.4,97.2,97.2,97.2,97.2,95.6,95.6
060160950021001,0.8,1.2,4.4,1.1,1.3,4.4,99.2,98.9,98.8,98.7,95.6,95.6
060160950022002,1.6,1.2,4.4,1.6,1.3,4.4,98.4,98.4,98.8,98.7,95.6,95.6
060160960021004,2.5,2.1,4.4,2.2,2.0,4.4,97.5,97.8,97.9,98.0,95.6,95.6
060160960022001,1.1,2.1,4.4,1.1,2.0,4.4,98.9,98.9,97.9,98.0,95.6,95.6
060160960022002,0.0,2.1,4.4,1.2,2.0,4.4,100.0,98.8,97.9,98.0,95.6,95.6
060160960022003,1.8,2.1,4.4,1.8,2.0,4.4,98.2,98.2,97.9,98.0,95.6,95.6
060160960022005,4.3,2.1,4.4,4.3,2.0,4.4,95.7,95.7,97.9,98.0,95.6,95.6
060160970021003,8.7,5.9,4.4,8.7,6.1,4.4,91.3,91.3,94.1,93.9,95.6,95.6
060160970021004,9.7,5.9,4.4,11.1,6.1,4.4,90.3,88.9,94.1,93.9,95.6,95.6
060160970022001,0.9,5.9,4.4,0.9,6.1,4.4,99.1,99.1,94.1,93.9,95.6,95.6
060160970022003,6.9,5.9,4.4,6.3,6.1,4.4,93.1,93.7,94.1,93.9,95.6,95.6
060160970022005,1.1,5.9,4.4,1.1,6.1,4.4,98.9,98.9,94.1,93.9,95.6,95.6
060160970022006,0.8,5.9,4.4,0.8,6.1,4.4,99.2,99.2,94.1,93.9,95.6,95.6
060160970022007,5.1,5.9,4.4,5.1,6.1,4.4,94.9,94.9,94.1,93.9,95.6,95.6
060160970022008,3.8,5.9,4.4,3.8,6.1,4.4,96.2,96.2,94.1,93.9,95.6,95.6
060160970022009,1.2,5.9,4.4,0.8,6.1,4.4,98.8,99.2,94.1,93.9,95.6,95.6
060160970022010,1.1,5.9,4.4,1.1,6.1,4.4,98.9,98.9,94.1,93.9,95.6,95.6
060160980021004,0.9,0.6,4.4,0.7,0.4,4.4,99.1,99.3,99.4,99.6,95.6,95.6
060160980022001,0.2,0.6,4.4,0.0,0.4,4.4,99.8,100.0,99.4,99.6,95.6,95.6
060160980022002,0.3,0.6,4.4,0.0,0.4,4.4,99.7,100.0,99.4,99.6,95.6,95.6
060160980022003,0.7,0.6,4.4,0.0,0.4,4.4,99.3,100.0,99.4,99.6,95.6,95.6
060160990021002,1.5,1.0,4.4,1.7,1.1,4.4,98.5,98.3,99.0,98.9,95.6,95.6
060160990022001,0.2,1.0,4.4,0.2,1.1,4.4,99.8,99.8,99.0,98.9,95.6,95.6
060160990022002,0.4,1.0,4.4,0.7,1.1,4.4,99.6,99.3,99.0,98.9,95.6,95.6
060160990022003,0.7,1.0,4.4,1.1,1.1,4.4,99.3,98.9,99.0,98.9,95.6,95.6
060160990022004,2.0,1.0,4.4,2.0,1.1,4.4,98.0,98.0,99.0,98.9,95.6,95.6
060160990022005,0.5,1.0,4.4,0.7,1.1,4.4,99.5,99.3,99.0,98.9,95.6,95.6
060160990022006,2.0,1.0,4.4,1.8,1.1,4.4,98.0,98.2,99.0,98.9,95.6,95.6
060160990022007,,1.0,4.4,,1.1,4.4,,,99.0,98.9,95.6,95.6
060160990022008,0.6,1.0,4.4,0.8,1.1,4.4,99.4,99.2,99.0,98.9,95.6,95.6
060160990022009,,,,,,,,,99.0,98.9,95.6,95.6
060160990022010,0.4,1.0,4.4,0.6,1.1,4.4,99.6,99.4,99.0,98.9,95.6,95.6
